IND_UUID,IND_NAME,DIM_GEO_CODE_TYPE,DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME_TYPE,DIM_TIME,Sex,RATE_PER_100000_N
ED50112,"Unsafe water, sanitation and hygiene services deaths",COUNTRY,170,Colombia,YEAR,2019,Female,3.4
